"Id","Title","Body","Tags"
"93","jQuery Masonry access internal method var","<p>Any advice how to access an internal method var of jQuery Masony?
I'm looking to console.log the <code>containerSize</code> property inside the <code>layout</code> method:</p>

<p>line 177 > <a href=""https://github.com/desandro/masonry/blob/master/jquery.masonry.js"" rel=""nofollow"">query.masonry.js</a></p>

<p>I need to retrieve the <code>containerSize</code> after masonry init:</p>

<pre><code>$('#container').masonry({
  itemSelector: '.box'
});

console.log(""here i need to retrieve the containerSize"");
</code></pre>
","jquery"
"94","Java 2Dimensional Boolean Array Values","<p>I'm having a problem with my 2 dimensional boolean array. (or it may be with the logic of printing out the values). I set all of the values in the array to false in the beginning, and then later i print out the values to the screen. When i print them out, they all come up as true. </p>

<pre><code>x=20;
y=10;
boolArray = new boolean[x][y];

for(int c=0;c&lt;x;c++)
{
  for(int i=0;i&lt;y;i++)
  {
    boolArray[c][i] = false;
  }
}

System.out.println(""2D Boolean Array:"");

for(int a = 0; a &lt; boolArray.length; a++)
{
  for(int b = 0; b &lt; boolArray[a].length; b++)
  {
    if(boolArray[a][b] = true)
    {
      System.out.print(""T"");
    }
    else if(boolArray[a][b] = false)
    {
      System.out.print(""F"");
    }
  }
}
</code></pre>
","java multidimensional-array boolean"
"95","failed to open stream : Is a directory in","<p>I am getting the following warnings on trying on move an uploaded file from the temp folder to the desired one using php</p>

<p>Warning: move_uploaded_file(test/) [function.move-uploaded-file]: failed to open stream: Is a directory in /home/..../filename.php on line 69</p>

<p>Warning: move_uploaded_file() [function.move-uploaded-file]: Unable to move '/tmp/phpKrCpQw' to 'test/' in /home/..../filename.php on line 69</p>

<p>following are line nos 67 and 69 that are giving the error :</p>

<pre><code>$destination = ""test/"". $name;

$answer = move_uploaded_file($_FILES['user_file']['tmp_name'],$destination);
</code></pre>
","php file-upload warnings"
"96","why *foo ++= *++foo may be undefined?","<p>it should set the current character to next character. For example: </p>

<pre><code>while( *foo ) { 
 if(baa(*foo)) *foo++ = *++foo;
  foo++;
}
</code></pre>

<p>But I get the following errors:</p>

<pre><code>error: operation on ‘foo’ may be undefined [-Werror=sequence-point]
cc1: all warnings being treated as errors
</code></pre>

<p>Can anyone explain why that? that isn't valid C syntax?</p>
","c pointers gcc"
"97","Performance when using document() repeatedly in xslt","<p>Is it acceptable to call the same document throughout an xslt-file like this : </p>

<pre><code>&lt;xsl:value-of select=""document('doc.xml')/root/bar/foo1"" /&gt;
&lt;xsl:value-of select=""document('doc.xml')/root/bar/foo2"" /&gt;
&lt;xsl:value-of select=""document('doc.xml')/root/bar/foo3"" /&gt;
</code></pre>

<p>...? </p>

<p>I can imagine that caching avoids producing overhead for reading the file time after time. </p>

<p>Or should I store the doc.xm in a variable and  use that variable to query?  </p>

<p>In this case I will have to use some sort of library like xsle since I am using xslt1.  </p>

<p>Or is there any other solution?  </p>

<p>Note : Some parts of the XPath should be dynamic like : </p>

<pre><code>&lt;xsl:value-of select=""document('doc.xml')/root/*[name()=$lang]/foo3"" /&gt;
</code></pre>
","xslt"
"98","How can I find out if my GNU C library is thread-safe?","<p>I'm currently <a href=""http://www.mathworks.com/matlabcentral/answers/35754-segmentation-faults-when-running-mex-files-in-parallel"" rel=""nofollow"">receiving weird segmentation violations when runnning a MATLAB MEX file in paralle</a>l. </p>

<p>After a lot of debugging, I'm 99% sure that the segmentation violation has nothing to do with the MEX file itself but with the fact that I'm running it in parallel.</p>

<p>One possible reason for the segmentation violations that was suggested is that the C library functions ""malloc"" and ""free"" may not be thread-safe. Is this really a possibility? And is there any way that I can make sure? </p>

<p>I compiled the MEX file using the ""GNU C 2.14.90 development"" C Library - so I guess I'm looking for a website where this is distributed / these types of questions are answered. </p>
","c matlab thread-safety mex"
"99","JSP link submitting data to struts form bean","<p>I am making a JSP page that links to a page where it will pull a list of data from the database depending on the user who is logged in. I am using a DataSourceRealm type authentication so I pull the username with a <code>request.geRemoteUser()</code> and want to submit that to my form when I click the link but I cannot figure out how to do that, my link code is:</p>

<pre><code>&lt;li&gt;&lt;html:link forward=""showEnrolled""&gt;View Enrolled Classes&lt;/html:link&gt;&lt;/li&gt;
</code></pre>

<p>And my form just needs the username to run. Is there anyway I can get it to send the username along with the forward?</p>
","jsp struts-1"
"100","Limit of a function satisfying an inequality","<p>If $f(x)+f(y)\leq f(x+y)$ and $f:\mathbb{R}\to\mathbb{R}$, then can we find $\lim_{x\to 0} \frac {f(x)}{x}$?</p>

<p>I am not sure whether the question is correct.Thank you.(I tried this idea: $f(x)=f(x+y-y)\ge f(x+y)+f(-y)\ge f(x)+f(y)+f(-y)\implies f(y)\leq -f(-y)$ but after that I seem to be hitting a roadblock.</p>

<p>Thank you in advance.</p>
","calculus inequality limit functional-equations"
"101","C# Failing To Import All of the Cells from an Excel Spreadsheet","<p>I am using some legacy code to return an Excel worksheet as a Dataset.  However, when I iterate over the resulting data set it seems that not all of the cells are there.  The Excel sheet that is being read has some merged cells and I am wondering if that is the problem.  Here is the code:</p>

<pre><code>private DataSet Get_Spreadsheet_Data(string strFileName, string strSheetName)
{
    DataSet ds = new DataSet();
    string strConnectionString = ""Provider=Microsoft.Jet.OLEDB.4.0;"" + ""Data Source="" + strFileName + "";"" + ""Extended Properties=Excel 8.0;"";
    OleDbConnection objConn = new OleDbConnection(strConnectionString);
    try
    {
        objConn.Open();
        OleDbCommand objCmdSelect = new OleDbCommand(""SELECT * FROM ["" + strSheetName + ""$]"", objConn);
        OleDbDataAdapter objAdapter1 = new OleDbDataAdapter();
        objAdapter1.SelectCommand = objCmdSelect;
        objAdapter1.Fill(ds);
    }
    catch (Exception Ex)
    {
        //litOutput.Text = ""&lt;span style=\""color:red;\""&gt;Exception Occurred pulling data from the spreadsheet.&lt;/span&gt;&lt;br&gt;Details: "" + Ex.Message;
    }
    finally
    {
        objConn.Close();
        objConn.Dispose();
    }
    return ds;
}
</code></pre>

<p>Is this code malfunctioning?  Any advice is appreciated.</p>

<p>Regards.</p>
","c# asp.net excel table"
"102","reliably detecting line breaks in php","<p>I'm going to build a wee batch search field where someone can enter/paste in a bunch of keywords separated by a linebreak, they might be copied in from excel, word or where-ever.</p>

<p>So I plan to use php to explode() that input and loop through it for an SQL search.</p>

<p>Do I need to do anything special to reliably detect the line breaks - my understanding is that the character can be different depending on where it's pasted from.</p>
","php"
"103","Frequently accessed files and I/O usage","<p>I'm curious, from a performance standpoint, is there an advantage in storing all files in one directory versus having each file in a separate directory? I'm not concerned about organization.</p>

<p>Also, this is assuming the files will be accessed often -- so I/O usage will be high. No directory listing is involved, the files will be pulled by absolute path.</p>

<p>The system environment is Linux, CentOS 5.3.</p>
","linux centos disk directory io"
"104","What is backend and frontend programming?","<p>What is backend and frontend programming?</p>
","java-ee application"
"105","Regex for converting file path to package/namespace","<p>Given the following file path:</p>

<pre><code>/Users/Lawrence/MyProject/some/very/interesting/Code.scala
</code></pre>

<p>I would like to generate the following using a <em>single</em> regex replace (the root can be a constant):</p>

<pre><code>some.very.interesting
</code></pre>

<p>This is for the purpose of generating a snippet for Sublime Text which can automatically insert the correct package/namespace header for my scala/java classes :)</p>

<p>Sublime Text uses the following syntax for their regex replace patterns (aka 'substitutions'):</p>

<pre><code>{input/regex/replace/flags}
</code></pre>

<p>Hence why an iterative approach cannot be taken - it has to be done in one pass! Also, substitutions <em>cannot</em> be nested :(</p>
","regex sublimetext2 sublimetext sublimetext3"
"106","UI Thread gets stuck by using BlockingCollection rapidly?","<p>I am about to write an application that gets streaming data from the tcp port, doin some real time calculations on them. All good so far, but the user interface and the marquee progress bar are getting stuck (for irregular, short time periods) when the producer thread is started to do some packaging on the data chunks (see code). </p>

<pre><code>        void Produce()
    {
        try
        {
            while (true)
            {
                foreach (Chunk _chunk in bcPort)
                {
                    if (_ThreadCanceler.IsCancellationRequested) break;
                    Chunk chunk = bcPort.Take();
                    chunk.TimeTracker = new Stopwatch();  
                    chunk.SegmentId = iSegmentId;
                    if (chunk.Channel + 1 == iChannels) iSegmentId++; // last channel, raise segment id.                     
                    iPrevChannel = chunk.Channel;
         //         _ProcessAndJoin.EnqueueTask(chunk, _ThreadCanceler);                       
                    iChunksProduced++;
                    _LogWriter.WriteMessage(""Task "" + Task.CurrentId.ToString() + ""(producer): ADDED_ Chunk["" + chunk.Channel + "":"" + chunk.Vals.Count.ToString() + "":"" + chunk.SegmentId + ""] ["" + iChunksProduced + ""]. "" + bcPort.Count + "" for takeaway. Thread: "" + Thread.CurrentThread.ManagedThreadId.ToString());
                }
                if (_ThreadCanceler.IsCancellationRequested) break;
            }
        }
        catch (Exception ex)
        {
            Console.WriteLine(""ForkAndCrate.cs: Produce(): "" + ex.ToString());
        }
    }
</code></pre>

<p>I did a lot of thesting and found out that the access to the BlockingCollection bcPort seems to be the problem. bcPort gets constantly chunks from another data-adder thread which is also supposed not to influnce the ui thread. So I dont understand the following:</p>

<p>1.) Why is the GUI getting stuck when I am using different threads for adding and 
packaging the chunks?</p>

<p>2.) Why is this happening when I am using a BC for storing data? Arent these thread safe collections for this certain purpose?</p>

<p>By the way: Windows 7 ResourceManager shows 100% CPU usage during streaming, the chunks contain about 2000 float values each, 4 or 5 of them a rushing in per second. I also disabled the Logger but no effect. The consumer and evaluation threads are disabled. </p>

<p>Besides the ui thread, there is only a thread called ""ReceiveAndSave"" which makes chunks out of incoming float vals (see code, Method ""Add""). the thread ""Producer"" is doing some further packaging and enqeues the chunks for the consumer (deactivated). </p>

<pre><code>   public void Add(short iChannel, float fValue)
    {
        try
        {
            _Benchmark.UpdateRec();  // one value received, update benchmark:
            if (!cdBasin[iChannel].Enqueue(fValue))
            {
                Chunk chunk = new Chunk();
                chunk.Vals = cdBasin[iChannel].ToListDeep;
                chunk.Channel = iChannel;
                bcPort.Add(chunk);
                cdBasin.AddOrUpdate(iChannel, new BoundedQueue&lt;float&gt;(iSegmentSizePerChannel), (key, oldValue) =&gt; new BoundedQueue&lt;float&gt;(iSegmentSizePerChannel));
            }
        }
        catch (Exception ex)
        {
            MessageBox.Show(ex.ToString(), ""Stop"", MessageBoxButtons.OK, MessageBoxIcon.Stop);
        }
    }
</code></pre>

<p> 
The producer is started with 'myThreads[0] = new Thread(Produce); myThreads[0].Name = ""Produce""; myThreads[0].Start();'</p>
",".net multithreading c#-4.0 thread-safety blockingcollection"
"107","Can SVGFigure be scaled as VectorFigure in Graphiti?","<p>I have been playing with the demos of Draw2D Graphiti, just curious to know if its possible to scale (change width/height in editor) SVGFigure for example the OpAmp, just like how basic shapes can be scaled ?</p>

<p>Thanks.</p>
","raphael graphiti"
"108","Tough routing problem with Linux, Quagga and OpenVPN","<h2>The Setup</h2>

<p>I have an OpenVPN server that acts as a central router. It is configured with ""topology subnet"" command. Clients are Debian Linux nodes and each have one (or more) subnets directly connected to them.</p>

<p>The objective is for any client connected to the VPN to be able to access the subnets connected behind each other client.</p>

<p>In order to spread the routing information, we have installed Quagga on the clients and on the server. This works fine using the OSPF daemon. Routing is enabled on all the clients and the server as well.</p>

<h2>Routing table</h2>

<p>The routing table on the server is the following :</p>

<pre><code>Kernel IP routing table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
10.2.10.1       10.8.0.4        255.255.255.255 UGH   20     0        0 tun0
192.168.100.0   10.8.0.4        255.255.255.0   UG    20     0        0 tun0
192.168.1.0     10.8.0.4        255.255.255.0   UG    20     0        0 tun0
</code></pre>

<p>The subnet I want to access is 192.168.100.0/24. The gateway in question responds perfectly fine and I can connect to it alright.</p>

<p>I don't think this will be of any use but here is part of the client routing table :</p>

<pre><code>10.2.10.1       0.0.0.0         255.255.255.255 UH    0      0        0 tun0
192.168.100.0   0.0.0.0         255.255.255.0   U     0      0        0 eth1
192.168.1.0     0.0.0.0         255.255.255.0   U     0      0        0 eth0
</code></pre>

<h2>Where things start going south</h2>

<p>Pinging from the server (10.8.0.1) to any hosts (including the VPN client interface) in the 192.168.100.0/24 subnet fails. If I tcpdump the tun interface on the VPN client, I see no relevant package. If I tcpdump the tun interface on the VPN server, I see the package in question being sent out.</p>

<p>The real edgy thing is that when I traceroute to a valid IP in the 192.168.100.0 subnet, it doesn't discover any hops (there should be just one). If I traceroute directly to the next hop (10.8.0.4), it responds fine.</p>

<p>I really hope I am being clear as this is quite a complex problem. I'll be happy to provide extra information at your request.</p>
","linux routing openvpn ospf quagga"
"109","Android : Download file without .pfd, .png... at end of the link","<p>I try to download a file through the browser. it's working perfectly if a have that :</p>

<pre>

    String pdfUrl = ""www.myLink.com/document/test.pdf"";
    Intent intent = new Intent(Intent.ACTION_VIEW);
    intent.setData(Uri.parse(pdfUrl)); 
    startActivity(intent);

</pre>

<p>However if the link is :</p>

<pre>

    String pdfUrl = ""www.myLink.com/document/test/"";

</pre>

<p>It's very odd because it works on my browser ""Chrome"". I can download the 2 files.... </p>
","android pdf browser types file-download"
"110","Minimum SQL login permissions for an AD domain group","<p>I've created a web application that uses a SQL Server 2008 R2 database in the background. Application uses integrated security SSPI connection to database so users need granted access to database server.</p>

<p>All users that should be using the app are members of a particular AD domain group.</p>

<h2>This is what I've done</h2>

<ol>
<li><p>I've added a new Security Login on SQL Server level and provided AD domain group name which gets displayed as a group (based on icon)</p>

<p><img src=""http://i.stack.imgur.com/TJieE.png"" alt=""Server Login as group""></p></li>
<li><p>Then I've opened this server login properties dialog and opened <strong>User Mapping</strong> settings where I checked my particular database that I want users of this AD domain group to access (see below in the image)</p></li>
<li><p>In the list below are displayed <strong>Database role memberships</strong> where <strong>public</strong> is checked.</p></li>
<li><p>I created all objects in my database as a separate SQL Server user with <strong>securityadmin</strong> permission and provided schema <strong>dbo</strong> with every object as in:</p>

<pre><code>create table dbo.SomeTable ...
create procedure dbo.SomeProcedure ...
</code></pre></li>
<li><p>All database manipulation is done via <strong>stored procedures only</strong>. No table is directly accessed by the application.</p></li>
</ol>

<p>Based on these facts (dbo schema with my objects, AD domain group security login, stored procedure execution only) I wonder which role membership should be set on AD domain group server login to use my database.</p>

<p>Users should have permission to execute stored procedures. These on the other hand do everything else. CRUD operations on tables, execute user defined functions and call each other as well.</p>

<h2>Question</h2>

<p>Setting <strong>db_datareader</strong> and <strong>db_datawriter</strong> (as seen below) isn't sufficient as implied by the error screen my users get (stored procedures supposedly don't exists)?</p>

<p><strong>How do I set security permissions on my AD domain group so it will be able to see <code>dbo</code> objects and execute those stored procedures?</strong></p>

<p><img src=""http://i.stack.imgur.com/BVdz2.png"" alt=""Database membership for the user""></p>
","security permissions sql-server-2008-r2"
"111","Mule CXF client and receiving an unmarshaled object","<p>I'm trying to use the cxf:jaxws-client in conjunction with an http outbound endpoint to consume a web service using Mule 3.3. I have read a number of sources (e.g. <a href=""http://stackoverflow.com/questions/6345876/mule-cxf-marshall-response"">Mule CXF Marshall Response</a>) indicating if I want to receive the unmarshalled Java object returned by my operation, the cxf:jaxws-client element should be placed inside the outbound-endpoint, e.g. something like:</p>

<pre><code>&lt;http:outbound-endpoint host=""localhost"" port=""9001"" path=""crmService?wsdl""&gt;
   &lt;cxf:jaxws-client operation=""getSomething"" serviceClass=""com.something.Service"" /&gt;
&lt;/http:outbound-endpoint&gt;
</code></pre>

<p>However, when I try this I get a schema error in Mule Studio stating ""JAX-WS client is not allowed to be a child of element HTTP"". If the above is not allowed, how do I get hold of the unmarshalled object returned by the operation?</p>
","jaxb cxf mule"
"112","Getting around the lack of IsNumeric() function in SQL CE?","<p>SQL Server CE (3.5) doesn't appear to support the <code>IsNumeric</code> function.  What are some alternatives to achieve the same functionality?  Specifically, how would you test whether a <code>CAST</code> from a string to a <code>DECIMAL</code> datatype will succeed in SQLCE without <code>IsNumeric</code>?</p>
","sql-server-ce"
"113","Making sense of values that decrese less and less as distance increases","<p>I'm trying to come up with some formula to translate signal loss to distance.</p>

<p>Distance from Transmitter = x
Signal loss = y</p>

<p>x=0   y=0<BR>
x=10  y=11.6<BR>
x=20  y=20.2<BR>
x=30  y=25.9<BR></p>

<p>As you can see there is not a linear loss of signal as you travel in 10 meter steps away from the transmitter.</p>

<p>Is there some kind of equation that I can plug the signal loss into that will give me a rough estimate of the distance away from the transmitter I am?</p>

<p>Many Thanks,
Code</p>
","calculus real-analysis general-topology"
"114","jfreechart get the index of the dataset from the mouseevent coordinates","<p>I am working on making some interactions on JFreechart. </p>

<p>The thing we are trying to achieve is to get the index of the value(range and the domain) which is clicked by the mouse. In another words, we want to use the Mouse event to get the index of the data set both for the domain and the range values.</p>

<p>Another thing here is some data we get from xyPlot.getDomainCrosshairValue() is some number like,1.05358272E12 , how could I get the exactly time from this infomation?</p>

<p>Thanks a lot.</p>
","jfreechart"
"115","What is the difference between Linear search and Binary search?","<p>What is the difference between Linear search and Binary search?</p>
","algorithm search binary-search linear"
"116","advice on cms + e-commerce","<p>I'm building an estimate for a potential client. I'll do some more research if I get the project, but need some ideas for now. I'm trying to figure out a good solution that won't take several months to develop but will still provide good flexibility for future enhancements.</p>

<p>My options I believe are:</p>

<pre><code>cms+e-commerce plugin (e.g. drupal+ubercart)
e-commerce platform that is extendable (e.g. magento)
framework+e-commerce platform (e.g. ci+magento)
cms+e-commerce (e.g. wordpress+magento)
</code></pre>

<p>The site will be similar to etsy where users can have items that they sell with their own portfolio page. The client wants to add many custom features as well. Also, the site will serve up a lot of images and audio.</p>

<p>I'm concerned that using strictly a e-commerce platform will give me a lot of obstacles to overcome rather than use just a cart+framework. I know Magento is written on Zend, but while I have used Magento, I'm not very familiar with Zend and it seems to take quite a while to learn.</p>

<p>I have never used ubercart,wp e-commerce, or virtuemart, so I'm not sure of the limitations. The products will not need to be configurable. But we will need to store financial information. I'm thinking braintree's vault or authorize.net cim.</p>

<p>I'd like to do the framework+ecommerce platform route. But the client would also like a lower price option, I'm leaning towards drupal+ubercart.</p>

<p>Just would like some opinions from personal experience.</p>

<p>Thanks!</p>
","wordpress drupal e-commerce ubercart virtuemart"
"117","Send the whole Form data with delete click","<p><br />
I have a Delete button on Edit Form Mode.<br />
I want to send the whole form data to the controller when this button is clicked in Edit mode.</p>

<p>I have a ViewModel on View which has data in it and displayed to user with input fields. Now if user clicks Delete then this whole data needs to be sent to controller.</p>

<p>This is my delete method in Controller</p>

<pre><code>    [AcceptVerbs(HttpVerbs.Post)]
    public ActionResult Delete(CustomerVM customerVM)
    {
         //Delete logic here..
    }
</code></pre>

<p>What i have done is when user clicks delete button then i use below jquery to post whole data but it gives me error 'Stack overflow at line:0'</p>

<pre><code>&lt;button name=""Delete"" onclick=""$.post('/Customer/Delete',this); return false;"" type=""button""&gt;Delete&lt;/button&gt;
</code></pre>

<p>Do anyone have any idea how can i accomplish this thing?</p>

<p>Thanks,</p>
","c# post delete"
"118","I need help with this error: java.lang.NoSuchMethodError","<p>I have this Java code (JPA):</p>

<pre><code>String queryString = ""SELECT b  , sum(v.votedPoints) as votedPoint "" +
                       "" FROM Bookmarks b  "" +
                         "" LEFT OUTER JOIN Votes v "" +
                           "" on (v.organizationId = b.organizationId) "" + 
                         ""WHERE b.userId = 101  "" + 
                         ""GROUP BY b.organizationId "" +
                         ""ORDER BY votedPoint ascending "";
EntityManager em = getEntityManager();
Query query = em.createQuery(queryString);
query.setFirstResult(start);
query.setMaxResults(numRecords);
List results = query.getResultList();
</code></pre>

<p>I don't know what is wrong with my query because it gives me this error: </p>

<pre>
java.lang.NoSuchMethodError: org.hibernate.hql.antlr.HqlBaseParser.recover(Lantlr/RecognitionException;Lantlr/collections/impl/BitSet;)V
        at org.hibernate.hql.antlr.HqlBaseParser.fromJoin(HqlBaseParser.java:1802)
        at org.hibernate.hql.antlr.HqlBaseParser.fromClause(HqlBaseParser.java:1420)
        at org.hibernate.hql.antlr.HqlBaseParser.selectFrom(HqlBaseParser.java:1130)
        at org.hibernate.hql.antlr.HqlBaseParser.queryRule(HqlBaseParser.java:702)
        at org.hibernate.hql.antlr.HqlBaseParser.selectStatement(HqlBaseParser.java:296)
        at org.hibernate.hql.antlr.HqlBaseParser.statement(HqlBaseParser.java:159)
        at org.hibernate.hql.ast.QueryTranslatorImpl.parse(QueryTranslatorImpl.java:271)
        at org.hibernate.hql.ast.QueryTranslatorImpl.doCompile(QueryTranslatorImpl.java:180)
        at org.hibernate.hql.ast.QueryTranslatorImpl.compile(QueryTranslatorImpl.java:134)
        at org.hibernate.engine.query.HQLQueryPlan.(HQLQueryPlan.java:101)
        at org.hibernate.engine.query.HQLQueryPlan.(HQLQueryPlan.java:80)
        at org.hibernate.engine.query.QueryPlanCache.getHQLQueryPlan(QueryPlanCache.java:94)
        at org.hibernate.impl.AbstractSessionImpl.getHQLQueryPlan(AbstractSessionImpl.java:156)
        at org.hibernate.impl.AbstractSessionImpl.createQuery(AbstractSessionImpl.java:135)
        at org.hibernate.impl.SessionImpl.createQuery(SessionImpl.java:1650)

</pre>

<p>Thanks.</p>
","java hibernate reflection nosuchmethoderror"
"119","How do I check/change my sound card's sample rate?","<p>I'm playing around with XAudio2 to send PCM format waves to my soundcard, and I encountered a problem which made me think about this question. I created a .csv file with MATLAB of a sine wave at 440 Hz, and at first I had sampled it at 1 KHz (for 1 second).</p>

<p>My C++ program would then load that file and send the buffer to the soundcard. The problem is that the output was distorted (clipped), and didn't sound like a sine wave at all. Then I thought, maybe the sound card doesn't like 1 kHz sampling rates, so I doubled it, and suddenly everything was fine.</p>

<p>Is there a way to confirm that this really was the problem?</p>
","c++ soundcard xaudio2"
"120","Postgresql: is ""public."" an standard way to fully qualify table name in Postgresql?","<p>If i don't qualify a ""public."" on account_category table, *out account_category* will have a conflict with account_category table name.</p>

<p>Does ""public."" also works on other rdbms?</p>

<pre><code>CREATE OR REPLACE FUNCTION X_RAIN(x VARCHAR, OUT user_id VARCHAR, out account_category varchar, out depth int) returns setof record
AS 
$$
BEGIN
     return query 
     select uar.account_id, c.account_category, c.depth
     from account_with_types_chart_of_account uar
     inner join public.account_category c using(account_category_id);
END;
$$ LANGUAGE 'plpgsql';
</code></pre>
","postgresql namespaces"
"121","unload View after calling presentModalViewController?","<p>I have some view controller which I call with the following method:</p>

<pre><code>myViewController *myView = [[myViewController alloc] initWithNibName:nil bundle:nil];
    myView.modalTransitionStyle = UIModalTransitionStyleCoverVertical;
    [self presentModalViewController:myView animated:YES];
    [myView release];
</code></pre>

<p>if I use the app a few times I get a memory warning and the app freezes for a few seconds! I think the reason is that i switch the view but not discharged the old one !!?!!?!!
(i set my outlets to nil and release them)</p>

<p>how can I unload the old view after switching to the new one?</p>

<p>Thanks in advance</p>
","iphone memory-management sdk view switch"
"122","Export my Rails site to Phonegap","<p>I want to use Phonegap for create light cellular version of my site.</p>

<p>Is there any way to save all my HTML`s and assets (after merge all the partials, create the entire assets pipeline items and convert haml and coffees to html and javascript)?</p>

<p>I want to use Rails for writing my client side code and save it.</p>

<p>Thanks!</p>
","ruby-on-rails phonegap"
"123","O(1) algorithm to determine if node is descendant of another node in a multiway tree?","<p>Imagine the following tree:</p>

<pre><code>    A
   / \
  B   C
 / \   \
D   E   F
</code></pre>

<p>I'm looking for a way to query if for example F is a descendant of A (note: F doesn't need to be a <strong>direct</strong> descendant of F), which, in this particular case would be true. Only a limited amount of potential parent nodes need to be tested against a larger potential descendants node pool.</p>

<p>UPDATE: when testing whether a node is a descendant of a node in the potential parent pool, it needs to be tested against ALL potential parent nodes.</p>

<p>This is what a came up with:</p>

<ul>
<li><p>Convert multiway tree to a trie, i.e. assign the following prefixes to every node in the above tree:</p>

<pre><code> A = 1
 B = 11
 C = 12
 D = 111
 E = 112
 F = 121
</code></pre></li>
<li><p>Then, reserve a bit array for every possible prefix size and add the parent nodes to be tested against, i.e. if C is added to the potential parent node pool, do:</p>

<pre><code>  1    2    3  &lt;- Prefix length

*[1]  [1]  ...
 [2] *[2]  ...
 [3]  [3]  ...
 [4]  [4]  ...
 ...  ...
</code></pre></li>
<li><p>When testing if a node is a descendant of a potential parent node, take its trie prefix, lookup the first character in the first ""prefix array"" (see above) and if it is present, lookup the second prefix character in the second ""prefix array"" and so on, i.e. testing F leads to:</p>

<pre><code> F = 1    2    1

   *[1]  [1]  ...
    [2] *[2]  ...
    [3]  [3]  ...
    [4]  [4]  ...
    ...  ...
</code></pre>

<p>so yes F, is a descendant of C.</p></li>
</ul>

<p>This test seems to be worst case O(n), where n = maximum prefix length = maximum tree depth, so its worst case is exactly equal to the obvious way of just going up the tree and comparing nodes. However, this performs much better if the tested node is near the bottom of the tree and the potential parent node is somewhere at the top. Combining both algorithms would mitigate both worst case scenarios. However, memory overhead is a concern.</p>

<p>Is there another way for doing that? Any pointers greatly appreciated!</p>
","algorithm tree trie descendant"
"124","Regex for parsing command line arguments fails","<p>I am trying to use a regex to parse out the key-value pairs of command-line switches. Here's what I've got so far:</p>

<pre><code>(?&lt;=(^-{1,2}| -{1,2}|^/| /))(?&lt;name&gt;[\w]+)[ :""]*(?&lt;value&gt;[\w.?=&amp;+ :/|\\]*)(?=[ ""]|$)
</code></pre>

<p>It seems to parse everything properly... almost. If there are hyphens in the value, it craps out on the match. How do I tweak this to work on all the test examples below?</p>

<p>test examples (all valid):</p>

<pre><code>-s  -i:C:\Users\Fozzie\Workspace\TheProject\TheProject-Stack-1_5\db\DB Scripts\ -h:local:host -d:theDB
-o:""C:\temp\db\"" -s -r -host:localhost --d theDB
-s  -i:""C:\Users\Fozzie\Workspace\TheProject\TheProject-Stack-1_5\db\DB -Scripts\"" -h:localhost -d:theDB
-s  -d http://www.theproject.com -h:localhost -d:theDB
-i:""C:\Users\Fozzie\Workspace\TheProject\TheProject_Stack_1_5\db\DB Scripts\"" --h:localhost -d:theDB
-h:localhost -i:""C:\Users\Fozzie\Workspace\TheProject\TheProject-Stack_1_5\db\DB Scripts\""  -d:theDB
--d theDB   -o:""C:\temp\db\"" -host=local-host     -r
</code></pre>

<p>The regex fails when the value part is something like </p>

<pre><code>""C:\Users\Fozzie\Workspace\TheProject\TheProject-Stack-1_5\db\DB Scripts\""
</code></pre>

<p>or <code>""local-host""</code> due to the hyphens therein. It is seen as the start of a new switch.</p>

<p>PS: I don't want to use a canned options library like getops. I'm interested in getting the regex right.</p>

<p>Thanks.</p>

<p>UPDATE: Sorry for the missing detail: this is a .NET regex.</p>
",".net regex command-line"
"125","C++ & DirectX - setting shader","<p>Does someone know a fast way to invoke shader processing via DirectX?</p>

<p>Right now I'm setting shaders using <code>D3DXCreateEffectFromFile</code> calls, which create shaders in runtime <em>(once per each shader)</em> from <code>*.fx</code> files.</p>

<p><em>Rendering part for every object (<strong>every patch in my case - see further</strong>) then means something like:</em></p>

<pre><code>// --------------------
// Preprocessing
effect-&gt;Begin();
effect-&gt;BeginPass(0);
effect-&gt;SetMatrix (or Vector or whatever - internal shader parameters) (...)
effect-&gt;CommitChanges();

// --------------------
// Geometry rendering

// Pass the geometry to render
// ...

// --------------------
// Postprocessing

// End 'effect' passes
effect-&gt;EndPass();
effect-&gt;End();
</code></pre>

<p>This is okay, but the profiler shows weird things - <strong><code>preprocessing</code></strong> <em>(see code)</em> takes about 60% of time <em>(I'm rendering terrain object of 256 patches where every patch contains about 10k vertices)</em>.</p>

<p>Actual geometry rendering takes ~35% and postprocessing - 5% of total rendering time.</p>

<p>This seems pretty strange to me and I guess that <code>D3DXEffect</code> interface may not be the best solution for this sort of things. </p>

<p><strong>I've got 2 questions:</strong></p>

<p><strong>1. Do I need to implement my own shader controller / wrapper (probably, low-level) and where should I start from?</strong></p>

<p><strong>2. Would compiling shaders help to somehow improve parameter setting performance?</strong></p>

<p>Maybe somebody knows how to solve this kind of problem / some implemented shader interface or could give some advices about how is this kind of problem solved in modern game engines.</p>

<p>Thank you.</p>
","c++ performance directx shader"
